	logFC	AveExpr	t	P.Value	adj.P.Val	B
SUGCT	0.917845801822568	5.15373922064304	12.5368838656085	4.687108960425e-30	3.437213237645e-28	57.5058089562062
PGK1	0.942402159781835	6.39467781168135	12.520780449378	5.39330764606787e-30	3.92683707451803e-28	57.3669791490356
HK1	0.877680110218842	7.03132134700508	12.520613905514	5.40113954169244e-30	3.92683707451803e-28	57.3655437036531
GABRP	2.38758194471686	6.03052435920027	12.5106373316807	5.89157179717919e-30	4.26509513864169e-28	57.279568579692
COMP	1.92785959473439	6.54165223266916	12.5012070298259	6.39587379862942e-30	4.61047243186308e-28	57.198324963132
ARL4C	1.23177953436395	7.09571706916629	12.4964893974495	6.66407493480823e-30	4.78345039812082e-28	57.1576905090038
TFAP2A	1.12564380519317	4.64567568268706	12.4947609828532	6.76511742245301e-30	4.83548899309511e-28	57.1428045889045
NMU	1.4166788300159	4.28925985250235	12.4832679091451	7.476946690521e-30	5.32182676207671e-28	57.0438407603456
MSLN	1.46859941747675	5.31766616978613	12.4705814017539	8.34963716652478e-30	5.91811102932761e-28	56.9346409064668
FNDC1	1.71467760192308	6.31103458822429	12.4648217395259	8.77865145774479e-30	6.19626482059153e-28	56.8850782732195
WNT5A	0.974808942970678	6.21526662227024	12.4513827334013	9.86702400163409e-30	6.93557620695774e-28	56.7694679716685
BCAS1	1.26348418260364	5.38382476724817	12.4393706980975	1.09531131074825e-29	7.66717917523778e-28	56.6661737884658
SPTB	-0.423751292430895	4.02605896045646	-12.4361919556773	1.12599418173103e-29	7.84952322572988e-28	56.6388454760932
PRC1	0.94292912290343	5.46807469624678	12.4213210275036	1.28130653338486e-29	8.8956281457129e-28	56.5110326918743
SNTG2	-0.525756727477114	3.52642407217371	-12.4178685834304	1.32031498288306e-29	9.12903502450575e-28	56.4813680206085
PRR5L	0.7123699472733	5.48333385406787	12.4114101800139	1.39649220690435e-29	9.61649511583728e-28	56.4258835804643
SEMA6D	-0.751379259201659	4.63467429436908	-12.4095840056625	1.41881555062466e-29	9.69526038361999e-28	56.4101968533977
SIDT2	-0.846973344673903	7.23494446109615	-12.409538448968	1.41937696289124e-29	9.69526038361999e-28	56.4098055355473
WISP1	1.05726168271494	5.11822649649372	12.4077636572966	1.44142154431511e-29	9.80629757457747e-28	56.3945610584191
RALB	0.593695940853711	7.76244789300631	12.3981033788602	1.56753187612444e-29	1.06215959926192e-27	56.3115993987992
RASA1	0.604144169586241	7.99647085006013	12.3922066483582	1.64985397886693e-29	1.109311088374e-27	56.2609710626116
APLP2	0.655358592732897	9.34119426962246	12.3921814505778	1.65021484220925e-29	1.109311088374e-27	56.2607547387224
MAP4K4	0.96513636666167	6.68937095572338	12.3905092675764	1.67433920104628e-29	1.12107929113534e-27	56.2463993659113
KLF7	0.88077693936937	6.03738089365323	12.3751555138151	1.9129394389633e-29	1.27579504315111e-27	56.1146254409262
NT5C2	0.541712532852314	7.95608977668214	12.3709234218047	1.98446881808283e-29	1.31830987365973e-27	56.0783145760667
COL3A1	1.85391747442614	11.008615420097	12.3626384794416	2.1323041224724e-29	1.41098561854229e-27	56.0072447069119
COL1A1	1.67651093715311	11.0806637944081	12.3536692349327	2.30474254864382e-29	1.51915715074032e-27	55.9303256669143
CERS6	0.774321130377584	7.97219027789265	12.3336734860104	2.7408278027083e-29	1.79959778984026e-27	55.7589232694293
AP2B1	0.566027477312547	7.80763703174853	12.3228376505045	3.01054963521038e-29	1.9690621938403e-27	55.6660845159406
COL5A1	1.38919318548763	7.49840829635492	12.3210340115812	3.057945103338e-29	1.99236884809791e-27	55.6506344900738
SCML2	-0.349428710222079	5.14377854188754	-12.3062990992572	3.4740551996253e-29	2.25480824067634e-27	55.5244480481611
TOP2A	1.46253034459301	5.36306158637618	12.3030945831018	3.57176712125247e-29	2.30937919977163e-27	55.4970131586103
PON2	0.754439073347339	8.11863340205962	12.299545784201	3.68317516208999e-29	2.37235692949827e-27	55.4666340357727
TGFBI	1.32842167297925	8.64063907832064	12.2966086089925	3.77799619317274e-29	2.42421422395251e-27	55.4414932641682
TPX2	1.12656916518305	4.74807489296552	12.2900947779954	3.99705026546316e-29	2.55509552818664e-27	55.3857465263552
SLC39A10	1.03030188816447	6.7079551551406	12.2833630297035	4.23673542887188e-29	2.69777696736189e-27	55.3281470512301
RSAD2	1.1082219922162	5.30388068484578	12.2829444255963	4.25210419294938e-29	2.69777696736189e-27	55.3245657219872
CLDN18	2.34213334906425	6.40560096074163	12.2790922000884	4.39616948335914e-29	2.77877280030238e-27	55.2916106216466
OAS3	0.929155765562314	5.89677327110257	12.2784621185992	4.42019168305929e-29	2.7835705245734e-27	55.2862207758785
N4BP1	0.617414436449371	6.04166332002562	12.27755108728	4.45515669484695e-29	2.79519831150768e-27	55.2784278211855
FHL2	1.13011672927307	7.52681255101098	12.2747871528767	4.56293058133711e-29	2.85225254789117e-27	55.2547865471506
TTN	-1.00930533662581	4.36538963662435	-12.271249041554	4.70469093963987e-29	2.93005384255512e-27	55.2245264343916
SLC4A11	0.979647322344651	4.84983846965854	12.2587569854401	5.24122309711844e-29	3.25224612692991e-27	55.1177142908539
STIL	0.801135074589647	4.79293400944129	12.2563301262578	5.35232113124129e-29	3.30119061883416e-27	55.0969686643387
RACGAP1	0.924921849566191	5.89661656299822	12.2561842006374	5.35907567992559e-29	3.30119061883416e-27	55.0957212939126
ADHFE1	-0.85406866021711	5.6201617759883	-12.2545984042406	5.43302830085057e-29	3.33461954407278e-27	55.0821663056579
LGALS3	0.842922147052685	5.69111390425569	12.2274073035991	6.87153138044253e-29	4.20230114024175e-27	54.8498521419147
YWHAZ	0.739482470842861	9.48568037325098	12.2194928926936	7.35747934309239e-29	4.48329856374047e-27	54.7822719734729
CCNB1	1.16085758854031	5.28648855444608	12.2091096331801	8.04730126038225e-29	4.8860675036156e-27	54.6936371243274
PLOD3	0.559772985459422	6.98475203489522	12.1988017891084	8.79581247304197e-29	5.32146654619039e-27	54.6056758686473
CYB5A	-0.919083855552684	8.79994817309685	-12.1907731467972	9.42653623510631e-29	5.68275885490039e-27	54.5371846485094
PRKCI	0.62561279850741	5.39547798438694	12.1874702710792	9.69890757755945e-29	5.82622320439209e-27	54.5090135324425
SESTD1	0.714519549544501	7.55730881290694	12.1617302992288	1.21083453170007e-28	7.23993439596277e-27	54.2895755929062
TMCC1	0.498554943480398	5.97636286752016	12.1614484337931	1.21377884796542e-28	7.23993439596277e-27	54.28717367331
ABAT	-0.97309511570073	4.97824351578793	-12.1446386533475	1.40289727977293e-28	8.33862453310645e-27	54.1439695832257
SULF2	1.46860776241995	7.51048831805881	12.1365026179838	1.50470327384897e-28	8.91247323741315e-27	54.0746867071929
SLC24A3	0.910859680130307	5.58280268999504	12.1317479767867	1.56757119511741e-28	9.25249339557105e-27	54.034206994055
SEC11C	-1.00416177183409	7.72613488760354	-12.1272358751089	1.62964997251888e-28	9.58551060224646e-27	53.9957981433619
ANXA3	1.21487349614723	7.63120972832359	12.1268266109469	1.63540045623657e-28	9.58604973309601e-27	53.9923146065036
SLC16A4	1.18574107998583	6.22314035302666	12.1218864920882	1.7064284220008e-28	9.96789567885987e-27	53.950269523806
CORIN	1.21259870552719	4.25026122686607	12.1214656334448	1.71261963895644e-28	9.96968270925158e-27	53.9466879403196
SYTL2	0.963208603186811	5.53239806249012	12.1209392524651	1.72039469200664e-28	9.98064591869608e-27	53.942208413672
ETV1	0.955690881299811	5.00326795680279	12.1200057849939	1.73426929525605e-28	1.00267992701834e-26	53.93426475633
FAM171A1	-0.572276413945929	6.74963549858724	-12.112649884452	1.84757626698367e-28	1.06254212977074e-26	53.8716759311709
NCK1	0.638049376511064	6.58003146464753	12.1124752658797	1.85035376790064e-28	1.06254212977074e-26	53.8701903495895
YAP1	0.604864496231798	6.90006755827612	12.1062654225686	1.95187941056983e-28	1.11705531131935e-26	53.817365272842
ADSS	0.640025862596405	7.05711368739956	12.1045040922603	1.98167281259123e-28	1.13028745607055e-26	53.8023842278979
EPSTI1	1.27753374453099	6.09317543288284	12.0954939360536	2.14131697112667e-28	1.21724528492905e-26	53.7257619836452
LPCAT4	0.812446883636458	5.21573350264798	12.0946956907214	2.15606363972476e-28	1.22152903200459e-26	53.7189748382469
SPATS2L	0.880740738923355	6.59864479684262	12.0898864902456	2.24707350295617e-28	1.26884750466925e-26	53.6780880911734
ESM1	0.922003901757845	3.95267499818361	12.0731003456441	2.59578014206286e-28	1.46088091716096e-26	53.5354281275465
FRMD6	1.09001932012631	7.25683718092001	12.0608276642491	2.88436986380007e-28	1.61295273470888e-26	53.4311779814343
PTPRR	1.15273018578431	3.92623047058093	12.0606695703736	2.88828865391793e-28	1.61295273470888e-26	53.4298353385524
COLGALT1	0.676565334492096	6.6707313468566	12.0604172102278	2.89455508471959e-28	1.61295273470888e-26	53.427692136063
LOXL1	1.06302101877774	6.80664368575306	12.0579348510365	2.95692168745088e-28	1.64230338968583e-26	53.4066113476443
BICD1	0.831267228759946	5.3665015732793	12.0565054916862	2.99343820467564e-28	1.65715173814397e-26	53.3944736941213
TEAD3	0.537161558989167	5.57977467139476	12.0452757811859	3.29640180517426e-28	1.81892659868573e-26	53.2991352255142
HARS2	0.434141816756732	6.31709604953731	12.0367704739706	3.54602370082983e-28	1.95031303545641e-26	53.2269508372725
LIFR	-1.02605602287044	5.12160833975301	-12.0314466412929	3.71176396072607e-28	2.03486347879287e-26	53.1817782554734
MTMR2	0.551842268652574	7.42931640165471	12.0214855955825	4.04286886752417e-28	2.20923221341482e-26	53.0972811859101
ENO1	0.987064454731147	10.1805966367023	12.0167740250498	4.20957271593638e-28	2.29293124784445e-26	53.057324175878
CRIP1	1.16522480439645	6.69565112269223	12.0100669239029	4.45875881920693e-28	2.42087738453094e-26	53.0004550137031
POSTN	1.75302806835215	5.38720759174873	12.0089281213526	4.5025039711789e-28	2.43681844318756e-26	52.9908004706437
SLC15A4	0.535167457586074	7.05433235829582	12.0045470389514	4.67481841695991e-28	2.52201987207964e-26	52.9536620536092
ANKRD22	1.47309191374084	6.10642517565896	12.0004877108682	4.84033426384449e-28	2.60302420411192e-26	52.9192561571414
RUVBL1	0.614282121560222	6.13445532611616	11.9953616392611	5.05770961840578e-28	2.71131648530993e-26	52.8758156895438
MX2	1.06076446120072	6.17774366948461	11.9931770318467	5.1532794785144e-28	2.75383452258782e-26	52.8573047554753
GSS	0.589399689807612	6.51839968737129	11.9924540073357	5.18530407944595e-28	2.7622343115036e-26	52.8511786269419
SPARC	1.53208727537936	10.4250868311995	11.9855017419273	5.50353557013608e-28	2.92256716483088e-26	52.7922804688984
TIMP1	1.36699007288609	9.95348552532811	11.9710943411029	6.22627792492822e-28	3.29603587650888e-26	52.6702691566119
XRCC4	0.823033440833782	5.14097688800462	11.9551941298591	7.13406531848459e-28	3.76483073193548e-26	52.5356867406974
MVP	0.748749131238292	7.40388331798826	11.9546703156978	7.16611543960371e-28	3.76999986170456e-26	52.5312543481094
IGF2BP2	0.858327179623796	5.95986800558621	11.9473449785605	7.62964357829226e-28	4.00142917078238e-26	52.4692775669934
COL6A3	1.5592462496805	10.1813739304038	11.942247383795	7.96971033357319e-28	4.16687941514598e-26	52.426158207901
MATN3	1.49373833513854	4.74433847387642	11.9416540590897	8.01025989903648e-28	4.17519392891317e-26	52.4211399136294
NCEH1	0.927133782539087	6.80195122780713	11.9374884336154	8.30079570524959e-28	4.31335825910822e-26	52.3859103163901
BROX	0.594930485777744	8.21457691959867	11.9341927885574	8.53807086272632e-28	4.4216467234198e-26	52.3580419802508
GSTP1	0.530701827915641	9.35010489308641	11.9336885082109	8.574968445909e-28	4.4216467234198e-26	52.3537780147824
AP3M2	0.705008345996125	6.00129109491799	11.9335177891404	8.58749570250952e-28	4.4216467234198e-26	52.3523345090065
TMC7	0.772666596267919	3.84987757136215	11.9292711992381	8.90504184636857e-28	4.5712548144692e-26	52.3164304864818
ASPM	1.29768221308354	4.50475923491349	11.9276228360476	9.03142818055948e-28	4.62212668817757e-26	52.3024953671643
ACTB	0.827770854208133	11.5953872197227	11.9229819500953	9.39693985707236e-28	4.79470364996403e-26	52.2632660609548
ANKLE2	0.645995817064444	6.50740091024272	11.908276236205	1.06552958642841e-27	5.42044180002923e-26	52.1390013617525
DPYSL3	1.36571675264884	6.23677355034598	11.9045879626545	1.09963839642021e-27	5.57720791477795e-26	52.1078452160256
ECI2	-0.878253494697818	7.06989361140739	-11.8864235522769	1.28415881425901e-27	6.49362695926796e-26	51.9544634165579
CTSV	0.70408997282493	4.82035023623411	11.8826613246904	1.32607143231362e-27	6.6856101379145e-26	51.9227072137946
PATL1	0.533724710698742	6.93156901135297	11.8772539820156	1.38870835392123e-27	6.98062893632809e-26	51.8770723713972
CTSB	1.08062939378499	9.78081596214948	11.874111024056	1.42646047276169e-27	7.14918355283524e-26	51.8505516636311
LMO3	-0.937273786789675	4.207516870149	-11.8715853589642	1.45753720291166e-27	7.28338649478571e-26	51.8292419103691
ZNFX1	0.675719933691749	7.02500645008369	11.8645177868546	1.54812886161979e-27	7.71332438701152e-26	51.7696210041517
MMP14	0.951930585984533	7.36050425118089	11.8629255498527	1.56929982918617e-27	7.79587657079583e-26	51.7561912250054
STX6	0.432196594745174	5.82845118576552	11.8611903708067	1.59269984129271e-27	7.8889869331867e-26	51.7415566665576
SERPINB5	1.35154351249728	3.66718442282672	11.8482619008057	1.77834270009772e-27	8.77929797087702e-26	51.6325461285257
S100A14	1.32151513090997	6.18978736813144	11.8479676924877	1.78280903304704e-27	8.77929797087702e-26	51.6300660045763
CD58	0.893320916544696	6.83022312093582	11.8374824248499	1.94949188903017e-27	9.5506089262052e-26	51.5416941632631
ANXA10	2.23169702364613	6.46519378610913	11.8374088506166	1.95071469212928e-27	9.5506089262052e-26	51.5410741832128
TWSG1	0.687280572206799	6.33200129242484	11.8368471719969	1.96007499417231e-27	9.56878109546943e-26	51.5363412007008
GALNT10	0.580534386591381	6.22356982003847	11.8317294777393	2.04744783762013e-27	9.95450129534937e-26	51.493221379123
ANXA2P1	0.575350103843717	5.08849235226727	11.8315352692258	2.05083881468532e-27	9.95450129534937e-26	51.4915852056585
PLAC8	1.99638062034499	6.99536688773963	11.8273730456168	2.12487285221081e-27	1.02843846047003e-25	51.4565219371834
NKX6-1	-0.460181857382834	4.08025682649644	-11.8267907082629	2.13544102939567e-27	1.03060886148042e-25	51.4516166493944
SLC20A1	0.943698809444727	8.25258839025486	11.8259990451388	2.14989201812547e-27	1.03463553372288e-25	51.4449482823367
IDNK	-0.49160219629156	5.86159281290028	-11.818446855932	2.29273988221666e-27	1.10025534291077e-25	51.3813439727001
EPS8	0.897774758999901	8.53396460862301	11.8094510740949	2.4752754927893e-27	1.18449623863985e-25	51.305604425819
YWHAB	0.717683058309137	9.00613798018006	11.802677336127	2.62221083687608e-27	1.25127469230087e-25	51.2485895532098
FKBP11	-0.951580584119106	8.0220746975495	-11.8012164093523	2.65502247421977e-27	1.2633730537439e-25	51.2362946997013
CCL20	1.76396475766198	5.49474233770233	11.7928796176389	2.85023966938424e-27	1.35246666664899e-25	51.1661464898702
TES	0.700943372084951	7.54131298803504	11.7891694699438	2.94165222951924e-27	1.39194382033676e-25	51.1349350558052
DBN1	0.61951148565422	6.55762123285428	11.7811111137302	3.15037887206571e-27	1.48655760704159e-25	51.0671590584757
PARP9	0.829635887090438	6.8348331816709	11.7775123415581	3.24829622052677e-27	1.52850383265899e-25	51.0368974852688
DLGAP5	1.15146903211326	4.32482361451062	11.7698528981022	3.46690346101535e-27	1.62340776788814e-25	50.9725035340001
BCL2L1	0.711402941467799	6.39575785696516	11.7697767874654	3.4691476503867e-27	1.62340776788814e-25	50.9718637523108
C1GALT1	0.917824307787616	5.70196373595408	11.7634769934874	3.66000678132057e-27	1.70800316461627e-25	50.9189142203661
EPHA4	1.00099587468582	5.22144826200989	11.7604415277551	3.75566706616471e-27	1.74315886009913e-25	50.8934056063715
WNT2	0.963241576967648	4.92532568274869	11.7604335790808	3.7559208024568e-27	1.74315886009913e-25	50.8933388132092
LNPK	0.717088239080491	5.54526194669718	11.7591437954737	3.79731999502257e-27	1.75755739660334e-25	50.882500946098
ARPC1B	0.982113845331999	8.39872182204134	11.7548744855274	3.93762397267916e-27	1.81752997540014e-25	50.8466302033995
IQGAP1	0.654426979345855	9.44007165087515	11.751417279525	4.05501277693175e-27	1.86662816416369e-25	50.8175868777595
KIF1A	-0.819176153556259	4.48986690689413	-11.7447618029814	4.29089810292533e-27	1.96985945429689e-25	50.7616858840598
ARHGAP26	0.859151035188972	6.40424060824789	11.7423506162672	4.37968665489266e-27	2.00518626848329e-25	50.7414371083172
SERPINH1	1.1136204497506	7.36067614983029	11.7375101595586	4.56348992533467e-27	2.08370672062451e-25	50.700793125084
KIF14	0.900575806223953	4.24076022361494	11.7257579055252	5.04234317544026e-27	2.29616380085908e-25	50.6021428808739
DYNLT3	0.588258205767344	7.82444703269134	11.718589124527	5.35867672365751e-27	2.4336724852214e-25	50.5419880618547
PAIP2B	-1.75352936084285	5.7623165101863	-11.7161405990492	5.47118758043591e-27	2.47812613937391e-25	50.5214456040582
PTGER4	-0.671924545636092	5.58747316871472	-11.7086444106687	5.83047382743452e-27	2.63381937697976e-25	50.4585662328556
HDAC1	0.611597725928815	8.48372548594825	11.7068190597124	5.92146050972152e-27	2.66780694241177e-25	50.4432575106933
MCU	0.772837338325009	6.39543168946761	11.7022750370461	6.15414979082204e-27	2.76528640468237e-25	50.4051525378693
MYL12B	0.593709003401164	9.58778646669799	11.693063576651	6.65415121837479e-27	2.9820455460124e-25	50.3279274308901
SLC22A3	1.18400624016008	4.53972120390511	11.6871150970766	6.99832477335171e-27	3.12801112560892e-25	50.2780719030841
LBH	0.945812619302902	6.66569219905611	11.6853955437074	7.101079106027e-27	3.16558631726572e-25	50.2636620065764
SPRY4	0.69747282135815	5.50920643588444	11.6850722646756	7.12056419015134e-27	3.16594113861322e-25	50.2609530242389
DTX3L	0.534165614358565	7.43371637303734	11.6799893010961	7.43402420676992e-27	3.29665890216446e-25	50.2183635999352
KHDC4	0.57700726319966	7.41026908310185	11.6791840040303	7.48493132824765e-27	3.31056753787246e-25	50.2116168737161
UBE2T	0.903337452469959	4.60918676995013	11.6692835593005	8.13989312785638e-27	3.58185292385625e-25	50.1286882123506
STK38	0.764717615067481	6.59293919680335	11.6692736736805	8.14057482694603e-27	3.58185292385625e-25	50.1286054232369
MROH8	-0.331592690803742	3.79168224195144	-11.6682191454161	8.21362108716066e-27	3.60463060146377e-25	50.1197742403274
OLR1	1.77300888785659	5.71862748852783	11.6638970723381	8.51988887284048e-27	3.72937771333121e-25	50.0835825421698
PLXNB2	0.629520379945133	7.51901118334018	11.6626990415061	8.6067776784325e-27	3.75770138847027e-25	50.0735516431907
